ID_DEPTO,Area,ID_Grupo_Etario,Casos
86098,Juan Felipe Ibarra,4,3086
86098,Juan Felipe Ibarra,5,7471
86098,Juan Felipe Ibarra,6,2269
86105,Loreto,1,2243
86105,Loreto,2,2577
86105,Loreto,3,3035
86105,Loreto,4,3623
86105,Loreto,5,9541
86105,Loreto,6,3028
86112,Mitre,1,112
86112,Mitre,2,120
86112,Mitre,3,183
86112,Mitre,4,193
86112,Mitre,5,585
86112,Mitre,6,247
86119,Moreno,1,4608
86119,Moreno,2,4781
86119,Moreno,3,6032
86119,Moreno,4,5847
86119,Moreno,5,15395
86119,Moreno,6,3689
86126,Ojo de Agua,1,1392
86126,Ojo de Agua,2,1482
86126,Ojo de Agua,3,1865
86126,Ojo de Agua,4,2067
86126,Ojo de Agua,5,5995
86126,Ojo de Agua,6,2207
86133,Pellegrini,1,2632
86133,Pellegrini,2,3051
86133,Pellegrini,3,3520
86133,Pellegrini,4,3707
86133,Pellegrini,5,9972
86133,Pellegrini,6,3311
86140,Quebrachos,1,1286
86140,Quebrachos,2,1334
86140,Quebrachos,3,1575
86140,Quebrachos,4,1591
86140,Quebrachos,5,4698
86140,Quebrachos,6,1852
86147,Río Hondo,1,6377
86147,Río Hondo,2,7369
86147,Río Hondo,3,8056
86147,Río Hondo,4,9142
86147,Río Hondo,5,26994
86147,Río Hondo,6,8699
86154,Rivadavia,1,487
86154,Rivadavia,2,561
86154,Rivadavia,3,627
86154,Rivadavia,4,688
86154,Rivadavia,5,2284
86154,Rivadavia,6,667
86161,Robles,1,5435
86161,Robles,2,6060
86161,Robles,3,7095
86161,Robles,4,8000
86161,Robles,5,21063
86161,Robles,6,6226
86168,Salavina,1,1294
86168,Salavina,2,1443
86168,Salavina,3,1957
86168,Salavina,4,1769
86168,Salavina,5,4690
86168,Salavina,6,1622
86175,San Martín,1,1183
86175,San Martín,2,1345
86175,San Martín,3,1737
86175,San Martín,4,1547
86175,San Martín,5,3991
86175,San Martín,6,1380
86182,Sarmiento,1,533
86182,Sarmiento,2,630
86182,Sarmiento,3,716
86182,Sarmiento,4,786
86182,Sarmiento,5,1771
86182,Sarmiento,6,598
86189,Silípica,1,861
86189,Silípica,2,1008
86189,Silípica,3,1241
86189,Silípica,4,1468
86189,Silípica,5,3861
86189,Silípica,6,1327
90007,Burruyacú,1,4330
90007,Burruyacú,2,5233
90007,Burruyacú,3,5743
90007,Burruyacú,4,6692
90007,Burruyacú,5,17841
90007,Burruyacú,6,5620
90014,Cruz Alta,1,21071
90014,Cruz Alta,2,25245
90014,Cruz Alta,3,28012
90014,Cruz Alta,4,32483
90014,Cruz Alta,5,93934
90014,Cruz Alta,6,26943
90021,Chicligasta,1,7651
90021,Chicligasta,2,9110
90021,Chicligasta,3,10586
90021,Chicligasta,4,13188
90021,Chicligasta,5,38494
90021,Chicligasta,6,13279
90028,Famaillá,1,4239
90028,Famaillá,2,4753
90028,Famaillá,3,5343
90028,Famaillá,4,6140
90028,Famaillá,5,16850
90028,Famaillá,6,5344
90035,Graneros,1,1434
90035,Graneros,2,1629
90035,Graneros,3,1864
90035,Graneros,4,2212
90035,Graneros,5,6118
90035,Graneros,6,2282
90042,Juan Bautista Alberdi,1,2908
90042,Juan Bautista Alberdi,2,3478
90042,Juan Bautista Alberdi,3,4108
90042,Juan Bautista Alberdi,4,4677
90042,Juan Bautista Alberdi,5,14431
90042,Juan Bautista Alberdi,6,5143
90049,La Cocha,1,1894
90049,La Cocha,2,2167
90049,La Cocha,3,2672
90049,La Cocha,4,3041
90049,La Cocha,5,8644
90049,La Cocha,6,2778
90056,Leales,1,5678
90056,Leales,2,6760
90056,Leales,3,7848
90056,Leales,4,8899
90056,Leales,5,27054
90056,Leales,6,10113
90063,Lules,1,8542
90063,Lules,2,10920
90063,Lules,3,11725
90063,Lules,4,12662
90063,Lules,5,39024
90063,Lules,6,10591
90070,Monteros,1,6523
90070,Monteros,2,7986
90070,Monteros,3,9204
90070,Monteros,4,10522
90070,Monteros,5,31841
90070,Monteros,6,11393
90077,Río Chico,1,5525
90077,Río Chico,2,6593
90077,Río Chico,3,7630
90077,Río Chico,4,8945
90077,Río Chico,5,26634
90077,Río Chico,6,9600
90084,Capital,1,44089
90084,Capital,2,51884
90084,Capital,3,59056
90084,Capital,4,79910
90084,Capital,5,251411
90084,Capital,6,100939
90091,Simoca,1,3132
90091,Simoca,2,3784
90091,Simoca,3,4234
90091,Simoca,4,4970
90091,Simoca,5,14679
90091,Simoca,6,6147
90098,Tafí del Valle,1,1828
90098,Tafí del Valle,2,2270
90098,Tafí del Valle,3,2471
90098,Tafí del Valle,4,3005
90098,Tafí del Valle,5,9225
90098,Tafí del Valle,6,3583
90105,Tafí Viejo,1,15052
90105,Tafí Viejo,2,18682
90105,Tafí Viejo,3,20891
90105,Tafí Viejo,4,23611
90105,Tafí Viejo,5,73230
90105,Tafí Viejo,6,21411
90112,Trancas,1,2185
90112,Trancas,2,2451
90112,Trancas,3,2881
90112,Trancas,4,3537
90112,Trancas,5,9201
90112,Trancas,6,3183
90119,Yerba Buena,1,8420
90119,Yerba Buena,2,10227
90119,Yerba Buena,3,11669
90119,Yerba Buena,4,13614
90119,Yerba Buena,5,44562
90119,Yerba Buena,6,14097
94007,Río Grande,1,8087
94007,Río Grande,2,10167
94007,Río Grande,3,11428
94007,Río Grande,4,11737
94007,Río Grande,5,46619
94007,Río Grande,6,10884
94010,Tolhuin,1,581
94010,Tolhuin,2,715
94010,Tolhuin,3,779
94010,Tolhuin,4,736
94010,Tolhuin,5,2625
94010,Tolhuin,6,591
94014,Ushuaia,1,6135
94014,Ushuaia,2,7604
94014,Ushuaia,3,8504
94014,Ushuaia,4,9158
94014,Ushuaia,5,39833
94014,Ushuaia,6,8775
