Nombre,Domicilio,ID_DEPTO,Mail,Capacidad
Espacio de Arte GRIS,G. Anza 846,42021,,
Centro Cultural Municipal,Quintana 172,42021,s/d,0.0
Espacio Arte Propio,Calle 11 N 1185.,42105,gmail,
Recrearte,Avenida Bv. Brown y tucuman,42140,hotmail,
Centro Cultural Esmeralda ,S/D,46007,,
Pitcher Cultural,Belgrano 360,46014,s/d,0.0
Casa Güemes,Guemes 271,46014,,
Casa Qumanta,S/D,46014,gmail,
Centro Cultural 9 de Marzo. Los Palacios,"Calle Principal, Bo. Centro",46028,hotmail,
Club Gimnasia y Esgrima,Gral. Gutiérrez 261,50007,s/d,0.0
Centro Cultural Israelita de Mendoza - Sala Ana Frank,Maipú 252,50007,gmail,60.0
Espacio de Fotografía Máximo Arias ,Padre Jorge Contreras 1250 del Parque General San Martín,50007,gmail,
Centro Catalan,San Juan 1436,50007,centrecatalan,0.0
Casa Colmena,San Lorenzo 251,50007,gmail,
LOS 2 AMIGOS CULTURAL,San Martín 2307,50007,,
"CENTRO CULTURAL ""HOMBRITO ESTANZUELA""",Lago Hermoso 2500,50021,hotmail,
Centro Cultural Matesis,Sgto. Cabral 92,50021,yahoo,0.0
Casa Violeta ,Paraguay 1478,50021,yahoo,60.0
Centro Cultural Dese el Ferro ,El Ombú 1136,50028,gmail,
Centro Cultural Pascual Lauriente,Bandera de los Andes 8956,50028,yahoo,200.0
Centro Cultural Lagunita,Mathus hoyos y Lisandro de La Torres/numero,50028,gmail,
Espacio Cultural Julio Le Parc ,Mitre 1353,50028,gmail,350.0
La casita colectiva,Patricias Mendocinas 827,50028,gmail,
Centro Cultural de Uspallata ,Ruta 52 esquina Av. Las Heras,50049,s/d,0.0
El Origen de i,"Ruta 7 km 1087,5 Potrerillos ",50063,gmail,
Teatro Leonardo Favio,Viamonte 5453,50063,gmail,250.0
Espacio Ekeko Cultural,20 de Junio s/n ,50063,gmail,
Espacio Cultural Los Chinos,Castelli 3285 ,50070,,
Centro Cultural Argentino,Bernardo de Irigoyen 148,50105,gmail,
Unísono espacio de arte,Domingo Faustino Sarmiento 958,50105,yahoo,
Casa de Cultura,Las Heras y Mosconi,50126,s/d,0.0
Salón de actos Municipal,Laureano Galigniana ,50042,,
Centro Cultural Leneas,"Barrio San Cayetano, mzn 127 lote 11",54021,,
Paseo Cultural La Terminal,Av. Uruguay y Av. Mitre,54028,gmail,600.0
Centro Cultural Misiones  Vicente Cidade ,Belgrano 1345,54028,live,
Paseo Bosetti,Bolivar 1657 ,54028,s/d,0.0
Peña Itapúa ,Buenos Aires 422,54028,s/d,200.0
Casa Matriz,General Paz 2455,54028,,
Espacio Mbopí,Argerich 51 - Km 9,54042,s/d,0.0
Centro Social y Cultural Paraguayo,Capitán Nauer 162 Km 7,54042,s/d,0.0
Colectivo Cultural y Comunitario del Monte,Coronel Felix Bogado 346,54042,hotmail,
Asociación Civil El Centenario Educación para el Desarrollo de Eldorado,Moreno 498,54042,yahoo,80.0
Centro Cultural Ladislao Ziman,Córdoba 69,54063,s/d,0.0
ArteRoga. Multiespacio Cultural.,Yapeyu 429,54063,yahoo,
Galpon de la Murga del Monte,Chacabuco 662,54091,yahoo,200.0
Federación de Colectividades de Obera,Ucrania 1050,54091,fiestadelinmigrante,
Espacio Cultural Yopará,Nicanor Cordero 450,54112,gmail,
Municipalidad de 25 de Mayo,Belgrano y Colonizadores,54119,s/d,0.0
Centro Cultural de Cultral Co,Parque de la Ciudad,58035,,700.0
Arpillera Centro Cultural,Alderete 511,58035,yahoo,60.0
Espacio Cultura Don. Gregorio Álvarez,Alderete y Córdoba,58035,gmail,300.0
Casa Popular Arturo Jauretche,Carlos H. Rodriguez 665,58035,,
Centro Cultural Provincial Juan Bautista Alberdi,Juan Bautista  Alberdi 12,58035,neuquen,
Fundacion Fabrica de Artistas,Jujuy 11,58035,fundacionfabricadeartistas,
Pehuenia Cultural del Neuquen,Los Surgentes 3050,58035,,
Centro Cultural Desafios,Padre Jose Bretana 46,58035,hotmail,297.0
La Conrado Centro Cultural,Yrigoyen 138,58035,laconrado,80.0
sala El Angel Gris,Av. del Libertador 514,58035,s/d,0.0
Centro Cultural Gregorio Alvarez,Casa 25,58035,ypf,126.0
Centro Cultural,San Martín entre Azucena Maizani y Toribio Otano,58035,s/d,0.0
ArteFactum. Nodo de Arte y Experimentación,Arroyo Calbuco s/n,58056,gmail,
Manta residencia taller ,Costa del Lago Lacar,58056,gmail,
Centro de Iniciacion Artistica,M. Moreno  1083,58056,s/d,0.0
Centro Cultural Cotesma,Roca 1154,58056,smandes,0.0
Casa de la Cultura,Av. 7 Lagos Y Los Alerces,58070,villalaangostura,0.0
Casa de la Cultura,Roca 675,58112,zapala,150.0
El Acopio ,O' Higgins  ,62007,gmail,40.0
centro cultural solidario y popular Lavalle ,S/D,62007,,
Centro Cultural Eduardo Galeano,Onelli 2871,62021,gmail,90.0
Surprise,Gobernador Leon Quaglia 566,62021,surprise,
Avivarte Centro Cultural Comunitario,Onelli 1698 ,62021,,
Centro Cultural Puentes,Panozzi 63,62021,gmail,
Asociación Grupo Cre-Arte,Quaglia 540,62021,gmail,
Circópolis Centro Cultural,Santa Cruz 954,62021,outlook,
La Casita Azul - Espacio Cultural,Tiscornia 309 ,62021,gmail,0.0
Circulo Comunitario Italo - Argentino,San Luis 47,62028,hotmail,80.0
Casa de la Cultura,Estación Terminal de Ómnibus de Catriel,62042,gmail,60.0
Espacio Popular Pocho Lepratti,Dante Alighieri 1016,62042,gmail,
Centro Cultural General San martin,Fray Mamerto Esquiú 1152,62042,,
Centro Cultural Municipal,Tres Arroyos y Toschi,62042,gmail,240.0
Casa de la Cultura,9 de Julio 1043,62042,gmail,
Centro Cultural Comunidad Danzalibre,A. Roca entre Alsina y Artigas,62042,hotmail,200.0
Centro Municipal de Arte CEMAR,Tucuman 1141,62042,generalroca,300.0
Carlos Canto,Av. Colón 438,62042,gmail,70.0
Centro Municipal de Cultura,Victoria 240,62077,yahoo,300.0
Casa Cultural Pedro Lavaque,Camila Quintana de Niño 80,66021,gmail,
Doña Argentina Espacio Cultural,Colón 124,66021,,120.0
Centro Cultural Minga,Alvarado 1229,66028,gmail,
Jagger Espacio Cultural,Balcarce 864,66028,,
"Espacio cultural y feria Punto Artesanal, bien cultural",Bartolomé Mitre 31,66028,,
Fundacion Raices Nuevas,España 2097,66028,yahoo,
Usina Cultural ,España y Juramento,66028,gmail,288.0
Centro Cultural Pata Pila,Maipú 1431,66028,,
Kunu`u Espacio para las Infancias,Necochea 395,66028,,
C.I.Arte,S/D,66049,,
Centro Cultural De Los Pueblos Originarios,Tartagal,66056,,
Casa Municipal de Cultura,Hipólito Yrigoyen 137,66126,gmail,0.0
CABILDO DEL DUENDE AMIGO,Manzana 40 Lote 5,66147,hotmail,
Espacio Cultural El Caedero de San Carlos,Avenida San Martín 827 ,66154,gmail,50.0
Casa de la Cultura A.WA.WA. ,San Martín S/N ,66070,hotmail,
Complejo Auditorio Juan Victoria,25 de Mayo 1215 oeste,70028,sanjuan,976.0
La Casa Roja Espacio,25 de Mayo Este 604,70028,gmail,
Centro Cultural Estacion San Martín,Av. España Y Mitre,70028,s/d,0.0
Patricias Espacio,Patricias Sanjuaninas 732 ,70028,gmail,
Espacio Cultural Cadiz,S/D,70028,,
Centro Cultural Augusto Conte Grand,San Luis oeste 701 y Las Heras,70028,,
La Tetera,Entre Rios y Abraham Tapia,70028,gmail,
"Centro cultural Raúl Carrizo ""La Fraternidad""",Barrio Costanera III. MAZA L casa81,70042,gmail,
Centro Cultural El Barro,Falucho Sur 407,70084,gmail,
Centro Cultural San Francisco Del Monte de Oro,San Martín y 25 de Mayo,74007,,
Monte libre,Ruta Provincial 9 km 42.5s/n,74021,yahoo,
Espacio Cultural Coloniarte,Solis 283,74035,gmail,
Portal 271 Centro Cultural,Rivadavia 271,74035,gmail,
Casa Del Poeta Antonio Esteban Agüero,Poeta Agüero 380,74049,gmail,120.0
Asociacion Civil Amigos de Merlo,Presbitero Becerra 540,74049,gmail,
Centro Cultural Tecla Funes ,Cabildo Histórico,74056,,
Espacio Cultural Cuyo Arte,modulo 13M38 C 20,74056,gmail,
Centro Cultural Puente Blanco,Av. del Fundador y Paseo de las Artes,74056,gmail,393.0
Centro Cultural La Vía,Av. Lafinur y Av.Illia.,74056,hotmail,0.0
La Casa Azul. Periferia de Arte,Chacabuco 339,74056,,
La Mostrijaus,Córdoba 855,74056,gmail,
La Tambora Cultural,Falucho Norte 2146,74056,gmail,
Centro Cultural Puente Blanco- Sala Hugo del Carril,Rawson 42,74056,s/d,0.0
Casa De Las Culturas ,San Martín 383,74056,,
Galpón Murguero,Av. Eva Perón y Misionero J. Beauvoir,78014,gmail,0.0
Cacho Camino,Ducaretz y Jorge Newbery,78014,hotmail,0.0
Centro Cultural Las Heras,13 de Diciembre entre Rivadavia e Islas Malvinas,78014,mlhsc,0.0
Ventarrón Cultural,Belgrano 690,78014,gmail,
Casa de la Cultura de Pico Truncado,s/d,78014,argentina,
"Espacio
Malvinas",Muratore 58 ,78021,hotmail,
Asociacion Cultural Discepolin,Pasaje Hermana Perorsek 593,78021,hotmail,
Complejo Cultural Santa Cruz,Ramón y Cajal 38,78021,,
Centro Cultural Municipal Renato Nestiero Maré,Av. de los Mineros y Hipólito Irigoyen,78021,s/d,0.0
Centro Cultural Linda Vista,Cipres de la Cordillera 1008,78028,gmail,
Centro Cultural Municipal,Julio Argentino Roca 1100,78028,gmail,0.0
Sala Cultural Chabás,Bv. Roque Saenz (Ruta 33) Peña y Gral Roca,82014,chabas,300.0
Tiza y Karbón Espacio Cultural,Bv. Lhemann 683,82021,,
Centro Cultural La Máscara,Constitución 250,82021,gmail,50.0
Centro Cultural Municipal Sala Sociedad Italiana,Pueyrredon 262,82021,rafaela,270.0
Jauss Espacio de Arte,Sáenz Díaz 38,82021,gmail,30.0
Salón del Museo,Bv. E. Tornquist 229,82021,interclass,250.0
Amigos del Arte - Centro de Cultura,Carlos Pellegrini 134,82021,s/d,180.0
Espacio Cultural El Bodegón,Colón 151,82021,gmail,
Centro Cultural Norberto J. Luppi,San Martín 1514,82028,s/d,0.0
Club Social Villa Constitución,Independencia 2903 ,82028,gmail,
Centro Cultural Comunal María Teresa,Lavalle 850,82042,hotmail,0.0
Centro Cultural El Gaucho,Sarmiento 2880 ,82042,gmail,35.0
Centro Cultural Municipal,Belgrano 843,82042,venadotuerto,0.0
Complejo Cultural Las Toscas,Calle 13 y Calle 6,82049,hotmail,0.0
El Remanso Casa Cultural Independiente,Belgrano 920,82049,gmail,40.0
Errar es divino,"P. diez 282, mitre 21",82049,gmail,0.0
Centro Comunal ,Menchaca y Rosario,82049,yahoo,0.0
Espacio Cultural Casablanca,Calle 25 entre Calle 5 y Calle 6,82063,yahoo,0.0
"""Centro Cultural Voces Comunitarias Com Caia""",Santiago de Chile s/n,82063,gmail,
El Jardín de los Presentes Casa Arte,"Pasaje Florida 1275 - Ruta 1 Km 5,2",82063,gmail,
Curadora. Residencia/Taller,Puerto Palacio s/n,82063,yahoo,
DEMOS Comunidad Cultural Emergente,9 de Julio 2239,82063,demoscce,200.0
Centro Cultural y Recreativo Alto Verde,Belgrano 8018,82063,gmail,
Casa de la Cultura,Bv. Galvez  1274,82063,s/d,0.0
Púrpura - Proyecto Artísitico Pedagógico,Castellanos 1646 Primer Piso,82063,purpuraproyecto,
Proyecto Trucha,Eva Perón 2743,82063,proyectotrucha,
Centro Cultural y Social El Birri,Gral. López 3698,82063,gmail,0.0
Centro Cultural Provincial Francisco Paco Urondo,Junin 2457,82063,gmail,800.0
La Moreno Centro Cultural,Marcial Candioti 3341,82063,gmail,285.0
CLUB ATLÉTICO VILLA DORA,Ruperto Godoy 1231,82063,,420.0
Centro Cultural Roma,San Jerónimo 2673,82063,yahoo,250.0
Ochava Roma,Santiago de Chile 2696,82063,gmail,0.0
Uhlala Café Concert,Tucuman 2832,82063,gmail,
Centro Cultural 12 de Septiembre,25 de Mayo 1940 ,82063,yahoo,0.0
Sala Cultural José María Vazquez,9 de Julio y Dr Manuel Galvez,82063,sauceviejo,200.0
Espacio Crux,Pujol 2050,82070,hotmail,
La Juana Sala Cultural Independiente,Sarmiento 1261,82070,hotmail,130.0
Centro Cultural Municipal Dante Alighieri,Sarmiento 2551,82070,esperanza,300.0
Centro Cultural,San Martin 2333,82070,franck,0.0
Casa de la Cultura,Del Rosario Entre Santa Fe y San Jose,82070,gmail,0.0
Ciclo Cultural Arte Viva,Rivadavia 339,82070,gmail,150.0
Centro Cultural. Pueblo Esther,España y San Lorenzo,82084,gmail,0.0
FUNDACION UNIDOS POR LA MUSICA,27 De Febrero 826,82084,gmail,
Centro Cultural PAR,3 de Febrero 1265 ,82084,gmail,
En Jaque,9 de Julio 1107,82084,gmail,
Asociación Civil Facultad Libre,9 De Julio 1122,82084,,
Sahuira,Alvear 576,82084,gmail,
CasArijón Espacio Cultural,Arijón 84 Bis,82084,gmail,
LA USINA,Av. Aristóbulo del Valle 6022,82084,lausinasocial,
Madma espacio,Balcarce 837,82084,gmail,
Rayito de Sol,Benitez 2066,82084,gmail,150.0
Asociacion Civil Jóvenes Por Rosario,Bv. Avellaneda 768,82084,hotmail,
Espacio Luna,España 1190,82084,doblea,
CENTRO CULTURAL GUEMES,Güemes 2808,82084,asfaltoproducciones,659.0
Club Argentino Brasileño,Laprida 1336,82084,hotmail,
Plataforma Lavarden ,Mendoza 1085,82084,lavarden,400.0
COMPLEJO CULTURAL ATLAS,Mitre 645,82084,ccatlas,
El Aserradero Rosario,Montevideo 1518,82084,gmail,95.0
Centro Cultural Parque Alem,Nansen 100,82084,s/d,0.0
Distrito Siete,Ovidio Lagos 790,82084,gmail,200.0
Estación De Los Títeres ,PARANÁ 1350,82084,gmail,
"La Tornería, Espacio Cultural",Pasaje Amsterdam 1113,82084,gmail,
Bohemia bar cultural,Pellegrini 1584,82084,,190.0
La Peruta ,Pellegrini 957,82084,hotmail,
Club Social y Cultural QueTePasa,Ricchieri 340,82084,,
Centro Cultural La Nave,San Lorenzo 1383,82084,gmail,0.0
PUERTO DE IDEAS,San Luis 818,82084,gmail,
Centro Cultural Roberto Fontanarrosa,San Martin 1080,82084,s/d,0.0
Galpón Tablada,San Martín 1168,82084,,
Espacio Cultural Franja Del Río ,Sargento Cabral hasta Monumento A La Bandera,82084,gmail,
A´Ki Sala Cultural,Sarmiento 1232,82084,live,
La Casita Rosario,Sarmiento 2133,82084,gmail,
Centro Cultural Parque España - CCPE/AECI,Sarmiento y el Río Paraná,82084,ccpe,500.0
Centro Cultural de La Toma,Tucuman 1349,82084,gmail,0.0
Micelio Producción de Expresión,Valparaiso 520 ,82084,gmail,
Casa de la Cultura,Estanislao López 1013,82084,gmail,0.0
Germinal Terrakius,Corrientes 256,82084,gmail,45.0
Centro Cultural Soc. Italiana,Hipólito Irigoyen 260,82091,hotmail,300.0
Centro Cultural Videla,Antonino Noseda s/n (Ex predio del Ferrocarril),82112,gmail,80.0
Estación Cultural,San Martín 41,82119,gmail,
Descubrir Centro Cultural,Uriburu 1375,82119,gmail,0.0
Buenas Raíces Club Cultural,Av. San Martín 360 ,82119,buenas-raices,150.0
Sala Kumelén de Carlos Pellegrini,Rivadavia 899,82126,,
El Desarmadero Espacio Cultural,Italia 1347,82126,gmail,0.0
La Quinta,Roque Sáenz Peña 3090,82133,gmail,150.0
Centro Cultural Telesita,Lázaro Criado N°86 B° La Fraternidad,86035,hotmail,
Centro Cultural Homero Manzi,República del Líbano 244 ,86035,gmail,150.0
Centro Intercultural de Ecología Social (CIES),Av. Aguirre (norte) 250,86049,hotmail,
El Observatorio,Independencia 1665,86049,gmail,
Centro Cultural Del Bicentenario,Pellegrini 149 ,86049,gmail,200.0
DIVAS Diversidad Valiente Santiagueña,Yapeyu 1226,86049,gmail,70.0
Centro Cultural Gral. San Martin,Av. Francisco de Uriarte Y Suipacha,86147,s/d,0.0
Gotitas de ternura cultural,Gral. José de San Martín 2595,90014,gmail,
Centro Cultural La Cocha ,Narcisa Eva Riera s/n,90049,s/d,0.0
Casa de la Cultura San Isidro de Lules,Almte. Brown 761,90063,gmail,296.0
Casa de la Cultura,Italia  250,90063,s/d,650.0
Fundación para el desarrollo de las artes escénicas - FUNDAE,9 de Julio 1816   613 Planta Baja,90084,fundaetucuman,
LA CASONA,Av. Alem 599,90084,,
Acuarelas del sur,Av. Americo Vespucio 2219,90084,gmail,
La Soñada Epacio Cultural y Producciones,Av. Avellaneda 470,90084,gmail,
PUERTO CULTURAL LIBERTAD,Combate de Las Piedras 1850,90084,,
Magic Music Box,José Colombres 427,90084,gmail,
Fundación Mate Cocido,Lavaisse 3542,90084,yahoo,
La Colorida,Mendoza 2955,90084,gmail,53.0
Centro Cultural Leticia,San Martín 1075,90084,s/d,0.0
El Arbol de Galeano-Club Cultural,Virgen de la Merced 435 (ex-Rivadavia),90084,s/d,0.0
Casa de la Cultura Viejo Tafí,Av. Alem 753,90105,s/d,0.0
Centro Cultural Aconquija,Avenida Aconquija 1978,90119,gmail,
Casa de la Cultura Yerba Buena,Higueritas 1850,90119,s/d,0.0
Comedor Cultural San Jose Solidario,s/d,90119,gmail,
Centro Cultural Yaganes,Av. Manuel Belgrano 334,94007,s/d,0.0
Centro Cultural Leandro N. Alem,Av. Manuel Belgrano y Calle Juan Bautista Alberdi,94007,s/d,0.0
Refugio del Arte Fueguino,Av. Sarmiento 9420,94007,hotmail,
MAGMA Espacio Cultural,Juan Bautista Alberdi s/n,94007,gmail,
Casa de la Cultura Sala Angela Loij,Sebastián Elcano 50,94007,riogrande,431.0
Centro Cultural Esther Fadul,2 de Abril 1577,94014,ushuaia,0.0
Casa de la Juventud (ex Medio Caño),Av. Jorge Garramuño y Jainén,94014,s/d,0.0
Centro Cultural Nueva Argentina,Av. San Martín 1052,94014,gmail,
Casa De la Cultura Enriqueta Gastelumendi,Malvinas Argentinas y 12 de Octubre,94014,,260.0
El Planeta de Origen,Teresa Rodriguez 4933,94014,gmail,
Centro Cultural ACTUAR ,s/d,94014,,
